Timestamp	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	troubleshoot	software-upgrade	software-validation	anomaly-detection	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-other	env-virtual-network	env-server-automation	env-location	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-git	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	trend-tools-apstra	trend-tools-gluware	trend-tools-anuta-networks	feedback
11/16/16 16:57	"Configuration deployment, Configuration archiving"	Vendor specific tools	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Brocade, Cisco IOS, Cisco NX-OS, Juniper, HPE"	"Datacenter, Campus/User Access"	A lot	None	None	None	None	A little	A little	"Docker or Containers, Vendor provided solution"	"Ansible, Chef, Vendor Specific"	North America	Currently evaluating it	Thinking about it	Thinking about it	Already in production	Currently evaluating it	Thinking about it	I don't know	Already in production	Already in production	No interest	No interest	I don't know	Already in production	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	
11/16/16 19:45	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving"	Rancid/Oxidized	Partially	Yes	Ansible	1 to 5 per week	Less than 1 per month	Ansible	Ansible	Ansible	"Ansible, Syslog"	51-250	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	None	None	None	None	None	"VMWare, GNS3"	Ansible	North America	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	No interest	Thinking about it	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	Thinking about it	No interest	No interest	No interest	
11/16/16 22:20	"Configuration archiving, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Version control	No	Yes	We haven't automated the generation or deployment of our configurations	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	"Syslog, Custom scripts"	1001+	"Brocade, Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, WAN"	A lot			A little			A lot	"VMWare, GNS3, Vendor provided solution"	"Chef, Puppet, We don't have automation for server"	North America	I don't know	Already in production	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know		
11/16/16 22:41	"Configuration generation, Configuration archiving, Data Collection / Reporting"	FTP/SCP/TFTP	No	Yes		1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Dell, HPE"	"Datacenter, Campus/User Access"	None	None	None	None	None	A little	None	We are not using virtual network devices for training or qualification	"Puppet, Microsoft SCCM, KACE"	Europe	Thinking about it	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/16/16 23:18	"Configuration archiving, Data Collection / Reporting"	Vendor specific tools	No	Yes		More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	Vendor specific tools	1001+	"Brocade, Cisco IOS, Cisco NX-OS, Dell, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	A little	None	None	None	A little	VMWare		Asia																				
11/16/16 23:36	"Configuration deployment, Configuration archiving, Data Collection / Reporting"	Version control	No	Yes	"Ansible, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Juniper, Allied Telesis"	SP Backbone	A lot	None	A little	None	None	A little	None	VMWare	Ansible	Europe	Thinking about it	Thinking about it	I don't know	Already in production	Thinking about it	Thinking about it	I don't know	Already in production	No interest	No interest	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	
11/17/16 1:23	"Configuration generation, Configuration deployment"	Version control	No	Yes	"Chef, Network vendor specific tools, Terraform, Third Party Software"	1 to 5 per month	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	0-50	Juniper	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"		A little	A little	A little		A little	A lot	"Vagrant, VMWare, Non-VMWare hypervisor"	Chef	Europe	Already in production	I don't know	Already in production	Already in production	Already in production	Currently evaluating it	I don't know	Thinking about it	Already in production	Thinking about it	Thinking about it	I don't know	Already in production	Thinking about it	Already in production	I don't know	I don't know	I don't know	I don't know	
11/17/16 2:06		Rancid/Oxidized	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access, WAN"	A little	None	None	None	None	None	None	VMWare	Microsoft SCCM	Europe	No interest	Thinking about it	I don't know	I don't know	No interest	No interest	I don't know	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it	Currently Evaluating it		Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/17/16 3:35	"Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	Ansible	1 to 5 per month	Less than 1 per month		"Ansible, Custom scripts (python ..)"			251-1000	"Arista Networks, Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access"	A little					A lot		Docker or Containers	"Ansible, Puppet"	Europe	Thinking about it	Thinking about it	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	Already in production		Already in production										
11/17/16 4:17	"Configuration generation, Configuration deployment, Configuration archiving"	"Rancid/Oxidized, Vendor specific tools"	No	Yes	Tail-F	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	Syslog	51-250	"Arista Networks, Juniper"	"Datacenter, Internet Peering, WAN, SP Backbone"	A lot	None	A little	A little	None	A little	A little	"Docker or Containers, GNS3"	CFEngine	Europe	No interest	No interest	No interest	Thinking about it	Currently evaluating it	Thinking about it	I don't know	Thinking about it	No interest	No interest	Thinking about it	Thinking about it	Thinking about it	No interest	Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/17/16 5:03	"Day 0 Provisioning using a vendor solution, Configuration deployment"	Version control	No	Yes	"Ansible, Tail-F"	Not sure	Not sure	"Custom scripts (python ..), CLI"	Ansible	"Ansible, NSO (Tail-F)"	"Syslog, Vendor specific tools, FW and IPS logs"	0-50	"Cisco IOS, Cisco NX-OS, Cisco IOS XE, Cisco IOS XR"	"Datacenter, Campus/User Access, WAN, SP Backbone"	A lot							"Vagrant, VMWare, Non-VMWare hypervisor, Vendor provided solution"	Ansible	North America	Thinking about it	Currently evaluating it			Currently evaluating it	Thinking about it	Thinking about it	Currently Evaluating it					Already in production							Awesome survey man!
11/17/16 5:49	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Anomaly detection, Data Collection / Reporting, Compliance Checks"	Vendor specific tools	Partially	Yes	"Network vendor specific tools, BMC Network Automation, Third Party Software"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	"Network vendor specific tools, BMC Network Automation, Third Party Software"	We haven't automated software qualification	"Vendor specific tools, BMC Network Automation"	251-1000	"Cisco IOS, Juniper"	SP Backbone	None	None	A little	None	None	A little	A lot	GNS3	Vendor Specific	Europe	I don't know	I don't know	I don't know	I don't know	No interest	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	No interest	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/17/16 6:30	"Software qualification, Troubleshooting, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting"	Version control	No	Yes	"Ansible, Custom scripts (python ..)"	Not sure	Not sure	Custom scripts (python ..)	Custom scripts (python ..)	Robot Framework / Behave		251-1000	Juniper	"Internet Peering, SP Backbone"	A lot	None	A little	None	None	A little	None	"VMWare, Docker or Containers"	Ansible	Europe		Thinking about it			Already in production	Thinking about it		Thinking about it			Thinking about it		Already in production	Already in production	Already in production					
11/17/16 9:18	"Day 0 Provisioning using a vendor solution, Configuration deployment"	Vendor specific tools	No	No	"Ansible, Tail-F, Custom scripts (python ..)"	More than 1 a day	More than 1 a day	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little		A little					"VMWare, GNS3"	"Ansible, Cisco Network Services Orchestrator"	Europe	Already in production	I don't know	I don't know	Already in production	Already in production	I don't know	I don't know	Currently Evaluating it	Already in production	Already in production			Already in production		Already in production					
11/17/16 11:03	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving"	Version control	Yes	Yes	Custom scripts (python ..)	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	Juniper		A lot			A lot		A lot	A lot	We are not using virtual network devices for training or qualification	Puppet	North America	Already in production	No interest	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	
11/17/16 15:24		HPE Network Automation (HP NA)	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS, Juniper"	"Datacenter, Campus/User Access"	A little					A little		"VMWare, OpenStack, Vendor provided solution"	Ansible	North America	Currently evaluating it	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	Already in production	Already in production	I don't know	I don't know	I don't know	Already in production	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
